sponsorName,sponsorCode,startTime,endTime,domain,clientId,episodeId,episodeType,createdAt,airDate
BetterHelp,diys,1253.0,1428.0,betterhelp.com/diys,daminternetyouscary,SnO71-vGHDc,youtube,2025-07-26T17:58:41.779051,20250703
IndaCloud,DIYS,920.0,1041.0,indacloud.co,daminternetyouscary,WfW6dOSlRXw,youtube,2025-07-26T17:58:49.963297,20250619
BlueChew,DIYS,2063.0,2163.0,bluechew.com,daminternetyouscary,WfW6dOSlRXw,youtube,2025-07-26T17:58:49.963320,20250619
BetterHelp,DIYS,2794.0,2946.0,betterhelp.com,daminternetyouscary,WfW6dOSlRXw,youtube,2025-07-26T17:58:49.963323,20250619
,,0.0,0.0,nosponsors,darknetdiaries,W81oWOf_RiE,youtube,2025-07-26T17:58:56.146980,20250715
,,0.0,0.0,nosponsors,darknetdiaries,YV5XVcNLHzs,youtube,2025-07-26T17:59:03.654164,20250701
,,0.0,0.0,nosponsors,darknetdiaries,FmVv4sowtLo,youtube,2025-07-26T17:59:07.847745,20250603
,,0.0,0.0,nosponsors,darknetdiaries,r4BkcQvrDe4,youtube,2025-07-26T17:59:12.821074,20250506
,,0.0,0.0,nosponsors,darknetdiaries,RyLlzHvXIDQ,youtube,2025-07-26T17:59:19.666311,20250401
Station,,196.0,242.0,station.page,detectivestory,Ij0JRFyH9NU,youtube,2025-07-26T17:59:27.812367,20250501
Amazon,,263.0,283.0,amazon.com,detectivestory,Ij0JRFyH9NU,youtube,2025-07-26T17:59:27.812387,20250501
Blue Knight Security Solutions,,1010.0,1060.0,blueknightsecuritysolutions.com,detectivestory,Ij0JRFyH9NU,youtube,2025-07-26T17:59:27.812391,20250501
Station,,197.0,243.0,station.page,detectivestory,npZF1AmpspU,youtube,2025-07-26T17:59:35.504168,20250501
Amazon,,260.0,285.0,amazon.com,detectivestory,npZF1AmpspU,youtube,2025-07-26T17:59:35.504190,20250501
Blue Knight Security Solutions,,1012.0,1062.0,blueknightsecuritysolutions.com,detectivestory,npZF1AmpspU,youtube,2025-07-26T17:59:35.504196,20250501
Blue Knight Security Solutions,,1922.0,1978.0,blueknightsecuritysolutions.com,detectivestory,hzDpogCE93c,youtube,2025-07-26T17:59:40.601595,20241225
Blue Knight Security Solutions,,1921.0,1977.0,blueknightsecuritysolutions.com,detectivestory,GkVcSd4HyH8,youtube,2025-07-26T17:59:45.336769,20241227
Blue Knight Security Solutions,,1145.0,1196.0,blueknightsecuritysolutions.com,detectivestory,gz-Q59Aedhc,youtube,2025-07-26T17:59:49.294557,20241221
Code Health,DSH or DSH100,308.0,358.0,partners.codehealthshop.com,digitalsocialhour,QasqH7qWb-c,youtube,2025-07-26T17:59:53.290465,20250725
Therasage,,601.0,726.0,therasage.com,digitalsocialhour,QasqH7qWb-c,youtube,2025-07-26T17:59:53.290493,20250725
CODE Health,DSH100,301.0,356.0,partners.codehealthshop.com,digitalsocialhour,mxXrWTEETjw,youtube,2025-07-26T17:59:56.838433,20250724
Therasage,,602.0,726.0,therasage.com,digitalsocialhour,mxXrWTEETjw,youtube,2025-07-26T17:59:56.838454,20250724
Code Health,DSH,301.0,355.0,partners.codehealthshop.com,digitalsocialhour,jMEWyG7vaQQ,youtube,2025-07-26T18:00:03.637027,20250723
Therasage,,601.0,726.0,therasage.com,digitalsocialhour,jMEWyG7vaQQ,youtube,2025-07-26T18:00:03.637041,20250723
,,0.0,0.0,nosponsors,digitalsocialhour,CrV2h6UM0bg,youtube,2025-07-26T18:00:06.263283,20250722
Code Health,DSH or DSH100,301.0,356.0,partners.codehealthshop.com,digitalsocialhour,tk-jpRbf1T0,youtube,2025-07-26T18:00:13.793520,20250722
Therasage,,601.0,726.0,therasage.com,digitalsocialhour,tk-jpRbf1T0,youtube,2025-07-26T18:00:13.793542,20250722
Eljen,,493.0,557.0,eljen.com,dirtbagspodcast,4BqxWKNorwk,youtube,2025-07-26T18:00:26.391397,20250704
Save a Warrior,,120.0,127.0,saveawarrior.org,dirtbagspodcast,4BqxWKNorwk,youtube,2025-07-26T18:00:26.391422,20250704
Charlie Huff Construction Insurance,,3312.0,3414.0,trupointco.com,dirtbagspodcast,4BqxWKNorwk,youtube,2025-07-26T18:00:26.391426,20250704
SludgeHammer,,4441.0,4516.0,sludgehammer.net,dirtbagspodcast,4BqxWKNorwk,youtube,2025-07-26T18:00:26.391429,20250704
Eljen,,246.0,268.0,eljen.com,dirtbagspodcast,CzKU0pWaNWY,youtube,2025-07-26T18:00:39.369447,20250718
Charlie Huff,,1728.0,1829.0,trupointco.com,dirtbagspodcast,CzKU0pWaNWY,youtube,2025-07-26T18:00:39.369463,20250718
Sledgehammer,,3883.0,3999.0,sledgehammer.net,dirtbagspodcast,CzKU0pWaNWY,youtube,2025-07-26T18:00:39.369465,20250718
Charlie Huff,,1473.0,1578.0,trupointco.com,dirtbagspodcast,50mKRaU305g,youtube,2025-07-26T18:00:53.931780,20250620
Sludgehammer,,3577.0,3705.0,sludgehammer.net,dirtbagspodcast,50mKRaU305g,youtube,2025-07-26T18:00:53.931803,20250620
Eljen Corporation,,3705.0,3816.0,eljen.com,dirtbagspodcast,50mKRaU305g,youtube,2025-07-26T18:00:53.931806,20250620
Charlie Huff Construction Insurance,,329.0,333.0,trupointco.com,dirtbagspodcast,p0W2klhMfsc,youtube,2025-07-26T18:01:12.140313,20250606
Eljen Corporation,,333.0,336.0,eljen.com,dirtbagspodcast,p0W2klhMfsc,youtube,2025-07-26T18:01:12.140335,20250606
SludgeHammer,,336.0,343.0,sludgehammer.net,dirtbagspodcast,p0W2klhMfsc,youtube,2025-07-26T18:01:12.140339,20250606
Nordic Waste,,6210.0,6227.0,nordic-waste.com,dirtbagspodcast,p0W2klhMfsc,youtube,2025-07-26T18:01:12.140342,20250606
Charlie Huff,,191.0,200.0,trupointco.com,dirtbagspodcast,VEBeu07T-ds,youtube,2025-07-26T18:01:27.607884,20250523
Eljen Corporation,,202.0,232.0,eljen.com,dirtbagspodcast,VEBeu07T-ds,youtube,2025-07-26T18:01:27.607907,20250523
OpenPhone,,1271.0,1296.0,openphone.co,dirtbagspodcast,VEBeu07T-ds,youtube,2025-07-26T18:01:27.607911,20250523
,,0.0,0.0,nosponsors,drinkinbros,BQThfI8WGoc,youtube,2025-07-26T18:01:30.771986,20250723
Qualia Senolytic,theoperator,155.0,284.0,qualialife.com/theoperator,drinkinbros,6DoLRT0Or9A,youtube,2025-07-26T18:01:40.620534,20250717
Stopbox,theoperator,176.0,274.0,stopboxusa.com,drinkinbros,wAQebk5PwOU,youtube,2025-07-26T18:01:49.179134,20250709
Ridge Wallet,the operator,2602.0,2713.0,ridge.com,drinkinbros,wAQebk5PwOU,youtube,2025-07-26T18:01:49.179198,20250709
Hard AF Seltzer,,0.0,37.0,hardfeltzer.com,drinkinbros,HsqxadaXc-8,youtube,2025-07-26T18:02:02.415533,20250711
Black Rifle Energy,,91.0,95.0,blackriflecoffee.com,drinkinbros,HsqxadaXc-8,youtube,2025-07-26T18:02:02.415559,20250711
Omaha Steaks,DRINKINBROS,100.0,129.0,omahasteaks.com,drinkinbros,HsqxadaXc-8,youtube,2025-07-26T18:02:02.415563,20250711
Omaha Steaks,DRINKINBROS,1692.0,1800.0,omahasteaks.com/drinkinbros,drinkinbros,HsqxadaXc-8,youtube,2025-07-26T18:02:02.415566,20250711
American Financing,,1834.0,1916.0,americanfinancing.net,drinkinbros,HsqxadaXc-8,youtube,2025-07-26T18:02:02.415568,20250711
Bioprotein,drinking bros,1931.0,2027.0,bioproteintech.com,drinkinbros,HsqxadaXc-8,youtube,2025-07-26T18:02:02.415570,20250711
Hard AF Seltzer,,3606.0,3625.0,drinkbros.com,drinkinbros,HsqxadaXc-8,youtube,2025-07-26T18:02:02.415573,20250711
Mando,theoperator,180.0,355.0,shopmando.com,drinkinbros,K3SMU4o72dM,youtube,2025-07-26T18:02:12.142779,20250618
Squarespace,dropouts,795.0,875.0,squarespace.com/dropouts,dropouts,Gw7ciW_90-4,youtube,2025-07-26T18:02:23.457533,20250722
Rocket Money,,882.0,968.0,rocketmoney.com/dropouts,dropouts,Gw7ciW_90-4,youtube,2025-07-26T18:02:23.457553,20250722
Factor,dropouts50off,1670.0,1743.0,factormeals.com,dropouts,Gw7ciW_90-4,youtube,2025-07-26T18:02:23.457557,20250722
Ready or Not,,1745.0,1800.0,voidinteractive.net,dropouts,Gw7ciW_90-4,youtube,2025-07-26T18:02:23.457560,20250722
SY,dropouts,848.0,957.0,saily.com,dropouts,A-xDR9CQs8U,youtube,2025-07-26T18:02:32.789141,20250715
Ready or Not,,966.0,1028.0,voidinteractive.net,dropouts,A-xDR9CQs8U,youtube,2025-07-26T18:02:32.789170,20250715
Fitbod,dropouts,1914.0,1997.0,fitbod.me,dropouts,A-xDR9CQs8U,youtube,2025-07-26T18:02:32.789173,20250715
DraftKings Casino,dropouts,1999.0,2056.0,casino.draftkings.com,dropouts,A-xDR9CQs8U,youtube,2025-07-26T18:02:32.789175,20250715
Squarespace,dropouts,847.0,918.0,squarespace.com,dropouts,A2hH3CK8of8,youtube,2025-07-26T18:02:42.449482,20250708
BetterHelp,dropouts,921.0,990.0,betterhelp.com,dropouts,A2hH3CK8of8,youtube,2025-07-26T18:02:42.449509,20250708
Rocket Money,dropouts,1981.0,2027.0,rocketmoney.com,dropouts,A2hH3CK8of8,youtube,2025-07-26T18:02:42.449512,20250708
Ready or Not,,2028.0,2108.0,voidinteractive.net,dropouts,A2hH3CK8of8,youtube,2025-07-26T18:02:42.449515,20250708
Ready or Not,,1302.0,1381.0,voidinteractive.net,dropouts,4ohdYoxQ1dg,youtube,2025-07-26T18:02:47.237075,20250701
Saily,dropouts,714.0,815.0,saily.com,dropouts,f0QjauuSACs,youtube,2025-07-26T18:02:57.499760,20250624
DraftKings Casino,dropout,818.0,886.0,casino.draftkings.com,dropouts,f0QjauuSACs,youtube,2025-07-26T18:02:57.499774,20250624
Factor,dropouts50off,1610.0,1685.0,factormeals.com,dropouts,f0QjauuSACs,youtube,2025-07-26T18:02:57.499776,20250624
Brooklyn Bedding,dropouts,1685.0,1782.0,brooklynbedding.com,dropouts,f0QjauuSACs,youtube,2025-07-26T18:02:57.499779,20250624
Magic Mind,,2386.0,2400.0,magicmind.co,dropouts,f0QjauuSACs,youtube,2025-07-26T18:02:57.499781,20250624
,,0.0,0.0,nosponsors,droppingthegloves,7LUgra3H1us,youtube,2025-07-26T18:03:02.108172,20250722
,,0.0,0.0,nosponsors,droppingthegloves,WRdU42vE4o0,youtube,2025-07-26T18:03:09.379119,20250724
,,0.0,0.0,nosponsors,droppingthegloves,sEjUQNe4ZJQ,youtube,2025-07-26T18:03:15.317865,20250717
,,0.0,0.0,nosponsors,droppingthegloves,WjitQMJ5gYE,youtube,2025-07-26T18:03:19.651160,20250715
,,0.0,0.0,nosponsors,droppingthegloves,EQtSCIi0Mww,youtube,2025-07-26T18:03:25.382043,20250711
,,0.0,0.0,nosponsors,econtalk,6lL4eZ5xCzg,youtube,2025-07-26T18:03:32.504422,20250722
,,0.0,0.0,nosponsors,econtalk,88c36Uny1bM,youtube,2025-07-26T18:03:42.611192,20250721
,,0.0,0.0,nosponsors,econtalk,9SFkwdm0PP0,youtube,2025-07-26T18:03:49.064513,20250707
,,0.0,0.0,nosponsors,econtalk,cS-k6nQ8pnc,youtube,2025-07-26T18:03:54.592918,20250630
,,0.0,0.0,nosponsors,econtalk,eUgZNr3L018,youtube,2025-07-26T18:04:00.396370,20250623
Mouser Electronics,,173.0,216.0,mouser.com/empowering-innovation,embedded,aJaDAtqtyb8,youtube,2025-07-26T18:04:07.379649,20250725
Mouser Electronics,,1174.0,1217.0,mouser.com,embedded,VEd2uQxDIy8,youtube,2025-07-26T18:04:16.008321,20250710
Dogbotic,,2675.0,2726.0,dogbotic.com,embedded,JfRUt6laqgU,youtube,2025-07-26T18:04:22.596575,20250628
Mouser Electronics,,408.0,448.0,mouser.com/empowering-innovation,embedded,oacsC4ROzS8,youtube,2025-07-26T18:04:32.980714,20250613
Nordic Semiconductor,,363.0,403.0,nordicsemi.com,embedded,sD8IUVJcSQY,youtube,2025-07-26T18:04:40.743076,20250603
,,0.0,0.0,nosponsors,everydaywellness,TxHLPoIK-Ps,youtube,2025-07-26T18:04:50.212590,20250724
,,0.0,0.0,nosponsors,everydaywellness,m3rtEPBkskE,youtube,2025-07-26T18:04:56.277062,20250723
,,0.0,0.0,nosponsors,everydaywellness,cC_2caree-U,youtube,2025-07-26T18:05:00.887791,20250721
,,0.0,0.0,nosponsors,everydaywellness,OymuLAFpn2w,youtube,2025-07-26T18:05:08.168743,20250719
,,0.0,0.0,nosponsors,everydaywellness,bRz1bRE-Ezw,youtube,2025-07-26T18:05:16.157417,20250714
,,0.0,0.0,nosponsors,f1nation,TVbYbtqmqTA,youtube,2025-07-26T18:05:20.801673,20250724
,,0.0,0.0,nosponsors,f1nation,Q7aDL9kEiHk,youtube,2025-07-26T18:05:23.892686,20250725
Select Quote,,744.0,837.0,selectquote.com/beyondthegrid,f1nation,gYD6fS5y4po,youtube,2025-07-26T18:05:30.086457,20250723
Caldera Lab,grid,1605.0,1710.0,calderalab.com,f1nation,gYD6fS5y4po,youtube,2025-07-26T18:05:30.086474,20250723
Shopify,beyondtherid,2547.0,2635.0,shopify.com,f1nation,gYD6fS5y4po,youtube,2025-07-26T18:05:30.086477,20250723
Trade Coffee,nation,772.0,880.0,drinktrade.com,f1nation,sSddCAtlqG8,youtube,2025-07-26T18:05:35.543065,20250721
Caldera Lab,nation,1812.0,1922.0,calderab.com,f1nation,sSddCAtlqG8,youtube,2025-07-26T18:05:35.543080,20250721
Indeed,,1922.0,2007.0,indeed.com,f1nation,sSddCAtlqG8,youtube,2025-07-26T18:05:35.543082,20250721
,,0.0,0.0,nosponsors,f1nation,1EMfDvNfiaY,youtube,2025-07-26T18:05:37.878907,20250719
,,0.0,0.0,nosponsors,fabulousover50,-VuNHAHB9e0,youtube,2025-07-26T18:05:40.093462,20250601
,,0.0,0.0,nosponsors,fabulousover50,iGwWTM9w1XA,youtube,2025-07-26T18:05:42.961300,20250504
,,0.0,0.0,nosponsors,fabulousover50,N7GSNCIdd6o,youtube,2025-07-26T18:05:46.471202,20250427
,,0.0,0.0,nosponsors,fabulousover50,pRQhvPwVmTA,youtube,2025-07-26T18:05:50.080258,20250419
Fearless Living,,1041.0,1605.0,fearlessliving.org,fabulousover50,7j6EviCR-54,youtube,2025-07-26T18:05:53.598822,20250404
Excel Exposure,failure,21.0,39.0,excelexposure.com,failureguy,wExxpYd1MCA,youtube,2025-07-26T18:06:05.455132,20220726
Advanced Excel,,2320.0,2351.0,advancedexcel.com,failureguy,wExxpYd1MCA,youtube,2025-07-26T18:06:05.455159,20220726
,,0.0,0.0,nosponsors,failureguy,npKpjfresQY,youtube,2025-07-26T18:06:11.740294,20220711
,,0.0,0.0,nosponsors,failureguy,3nUof8UDPWY,youtube,2025-07-26T18:06:15.268543,20220703
Rise,,2582.0,2700.0,ryzeapp.co,failureguy,ddMTXmbMv-Y,youtube,2025-07-26T18:06:22.152973,20220707
Thomas's English Muffins,,3037.0,3042.0,thomasbreads.com,failureguy,hRCsWwtMadk,youtube,2025-07-26T18:06:31.625123,20220629
Monster Energy,,148.0,155.0,monsterenergy.com,fantasypros,rQbcCGRruOs,youtube,2025-07-26T18:06:40.638833,20250724
DraftKings,fantasy pros,650.0,709.0,draftkings.com,fantasypros,rQbcCGRruOs,youtube,2025-07-26T18:06:40.638856,20250724
FantasyPros,,1605.0,1633.0,fantasypros.com,fantasypros,rQbcCGRruOs,youtube,2025-07-26T18:06:40.638859,20250724
DraftKings,,195.0,198.0,draftkings.com,fantasypros,jKPPXGDhoq0,youtube,2025-07-26T18:06:50.688089,20250725
DraftKings,fantasy pros,1354.0,1404.0,https://dkdfs.sng.link/Avkw3/1lf3?_dl=draftkings%3A%2F%2Fgateway%3Fs%3D263473166&pcid=422213&psn=1756&pcn=BestBall&pscn=Video&pcrn=xx&pscid=xx&pcrid=xx&wpcid=422213&wpsrc=1756&wpcn=BestBall&wpscn=Video&wpcrn=xx&wpscid=xx&wpcrid=xx&_forward_params=1,fantasypros,jKPPXGDhoq0,youtube,2025-07-26T18:06:50.688117,20250725
Pristine,,3620.0,3636.0,pristine.com,fantasypros,jKPPXGDhoq0,youtube,2025-07-26T18:06:50.688123,20250725
DraftKings,fantasy pros,1136.0,1186.0,draftkings.com,fantasypros,OD6eNMC47tM,youtube,2025-07-26T18:07:00.015671,20250723
BettingPros,,1289.0,1293.0,bettingpros.com,fantasypros,OD6eNMC47tM,youtube,2025-07-26T18:07:00.015693,20250723
Draft Assistant,,2403.0,2428.0,fantasypros.com/assistant,fantasypros,OD6eNMC47tM,youtube,2025-07-26T18:07:00.015696,20250723
FantasyPros,,1691.0,1732.0,fantasypros.com,fantasypros,TkVFkxf_CPg,youtube,2025-07-26T18:07:06.665159,20250722
DraftKings Sportsbook,FANTASYPROS,149.0,155.0,draftkings.com/football,fantasypros,jG4FHW-5_5g,youtube,2025-07-26T18:07:16.779152,20250720
FantasyPros Draft Simulator,,151.0,153.0,draftwizard.fantasypros.com/football/mock-draft-simulator,fantasypros,jG4FHW-5_5g,youtube,2025-07-26T18:07:16.779171,20250720
DraftKings,fantasypros,1927.0,1986.0,draftkings.com,fantasypros,jG4FHW-5_5g,youtube,2025-07-26T18:07:16.779174,20250720
FantasyPros Draft Simulator,,3410.0,3886.0,fantasypros.com,fantasypros,jG4FHW-5_5g,youtube,2025-07-26T18:07:16.779177,20250720
Savannah Gilbo,,20.0,305.0,savannahgilbo.com,fictionwritingmadeeasy,Sm14PtNcYUM,youtube,2025-07-26T18:07:25.693771,20250715
Savannah Gilbo,,38.0,47.0,savagillo.com,fictionwritingmadeeasy,Vua58hDolIs,youtube,2025-07-26T18:07:30.790197,20250617
Savannah Gilbo,,38.0,49.0,savannahgilbo.com,fictionwritingmadeeasy,XzECtvPk3qY,youtube,2025-07-26T18:07:35.163491,20250527
Story Grid,,1947.0,1962.0,storygrid.com,fictionwritingmadeeasy,XzECtvPk3qY,youtube,2025-07-26T18:07:35.163515,20250527
Savannah Gilbo,,38.0,49.0,savagil.com/masterclass,fictionwritingmadeeasy,2DN_y7Y5lNQ,youtube,2025-07-26T18:07:38.138114,20250603
Savannah Gilbo,,1232.0,1245.0,savannahgilbo.com,fictionwritingmadeeasy,2DN_y7Y5lNQ,youtube,2025-07-26T18:07:38.138129,20250603
Savannah Gilbo,,38.0,48.0,savannahgilbo.com,fictionwritingmadeeasy,DQIXGh6myIg,youtube,2025-07-26T18:07:42.712649,20250520
,,0.0,0.0,nosponsors,fiercemarriage,uOEN0Log_wM,youtube,2025-07-26T18:07:46.204164,20250723
Fierce Marriage,,2430.0,2489.0,fiercemarriage.com,fiercemarriage,7xiaEe4-pjE,youtube,2025-07-26T18:07:52.219961,20250708
,,0.0,0.0,nosponsors,fiercemarriage,3wXheaV9jLU,youtube,2025-07-26T18:07:56.566491,20250702
Fierce Marriage,,1951.0,1971.0,fiercemarriage.com,fiercemarriage,LJiIPkaxRRs,youtube,2025-07-26T18:08:00.824847,20250624
Fierce Marriage,,273.0,287.0,fiercemarriage.com,fiercemarriage,8GerSPMpxRs,youtube,2025-07-26T18:08:05.760125,20250617
Mac Weldon,findingmastery,931.0,1019.0,macweldon.com,findingmastery,GbyXDSMMr50,youtube,2025-07-26T18:08:16.381848,20250723
Felix Gray,FindingMastery20,2115.0,2187.0,felixgray.com,findingmastery,GbyXDSMMr50,youtube,2025-07-26T18:08:16.381864,20250723
Ovation,,4850.0,4875.0,ovationdanceour.com,findingmastery,GbyXDSMMr50,youtube,2025-07-26T18:08:16.381867,20250723
Mac Weldon,,1161.0,1249.0,macweldon.com,findingmastery,SsqSmP1ffz4,youtube,2025-07-26T18:08:28.171935,20250716
Felix Gray,findingmastery20,2213.0,2286.0,felixgray.com,findingmastery,SsqSmP1ffz4,youtube,2025-07-26T18:08:28.171952,20250716
Felix Gray,findingmastery20,516.0,586.0,felixgray.com,findingmastery,Goac74Yxkus,youtube,2025-07-26T18:08:36.297276,20250709
Mac Weldon,findingmastery,1557.0,1644.0,macweldon.com,findingmastery,Goac74Yxkus,youtube,2025-07-26T18:08:36.297296,20250709
Mac Weldon,finding mastery,844.0,930.0,macweldon.com,findingmastery,ABEScFe3hQ0,youtube,2025-07-26T18:08:44.151158,20250702
Felix Gray,findingmastery20,2157.0,2229.0,felixgray.com,findingmastery,ABEScFe3hQ0,youtube,2025-07-26T18:08:44.151180,20250702
Finding Mastery,,3868.0,3871.0,findingmastery.com,findingmastery,ABEScFe3hQ0,youtube,2025-07-26T18:08:44.151184,20250702
Momentous,finding mastery,699.0,803.0,livemomentous.com,findingmastery,V6rL1L4LEpo,youtube,2025-07-26T18:08:54.692809,20250625
Felix Gray,findingmastery20,1996.0,2068.0,felixgray.com,findingmastery,V6rL1L4LEpo,youtube,2025-07-26T18:08:54.692831,20250625
,,0.0,0.0,nosponsors,fivethirtyeightpolitics,oG1MWvIYvQ4,youtube,2025-07-26T18:08:57.658080,20250303
,,0.0,0.0,nosponsors,fivethirtyeightpolitics,LrzuxHmnSXs,youtube,2025-07-26T18:09:00.624870,20250227
,,0.0,0.0,nosponsors,fivethirtyeightpolitics,i9SyZmL0E2w,youtube,2025-07-26T18:09:06.748548,20250225
,,0.0,0.0,nosponsors,fivethirtyeightpolitics,-hJWTFxSjF8,youtube,2025-07-26T18:09:09.690883,20250220
,,0.0,0.0,nosponsors,fivethirtyeightpolitics,5041SZ2FyCw,youtube,2025-07-26T18:09:12.997289,20250214
,,0.0,0.0,nosponsors,focusonthefamily,eiVqmw8B60M,youtube,2025-07-26T18:09:15.075692,20250723
,,0.0,0.0,nosponsors,focusonthefamily,8iynEYerpxE,youtube,2025-07-26T18:09:18.748576,20250725
Mighty Oaks Foundation,,1293.0,1467.0,mightyoaksprograms.org,focusonthefamily,aywN8K_uDsI,youtube,2025-07-26T18:09:21.759304,20250718
Focus on the Family,,1511.0,1557.0,focusonthefamily.com,focusonthefamily,aywN8K_uDsI,youtube,2025-07-26T18:09:21.759320,20250718
,,0.0,0.0,nosponsors,focusonthefamily,gg10fjmwJf4,youtube,2025-07-26T18:09:23.520395,20250716
,,0.0,0.0,nosponsors,focusonthefamily,k1YccoLfKaM,youtube,2025-07-26T18:09:27.042893,20250713
,,0.0,0.0,nosponsors,focusonthefamilymarriage,UvptPvll3v4,youtube,2025-07-26T18:09:32.662375,20250721
,,0.0,0.0,nosponsors,focusonthefamilymarriage,gl1tIB0somk,youtube,2025-07-26T18:09:37.713631,20250714
Focus on the Family,,1809.0,1860.0,focusonthefamily.com,focusonthefamilymarriage,ty1f62shZqk,youtube,2025-07-26T18:09:42.342752,20250707
,,0.0,0.0,nosponsors,focusonthefamilymarriage,V7US0AhAzzs,youtube,2025-07-26T18:09:47.875320,20250630
,,0.0,0.0,nosponsors,focusonthefamilymarriage,ttfnyF8gCHA,youtube,2025-07-26T18:09:52.812455,20250623
,,0.0,0.0,nosponsors,forthelove,OECQDyj4-II,youtube,2025-07-26T18:10:03.585931,20250718
,,0.0,0.0,nosponsors,forthelove,-54S-Suf_W0,youtube,2025-07-26T18:10:08.312851,20250723
,,0.0,0.0,nosponsors,forthelove,w3w2vPV_1bo,youtube,2025-07-26T18:10:14.550578,20250716
QVC,,2469.0,2480.0,qvc.com,forthelove,X-N2OqQ0VO4,youtube,2025-07-26T18:10:20.892933,20250709
,,0.0,0.0,nosponsors,forthelove,CBy4cIbpa0c,youtube,2025-07-26T18:10:24.821082,20250704
,,0.0,0.0,nosponsors,freakonomicsradio,WNLJKUFeNeo,youtube,2025-07-26T18:10:31.185126,20250725
,,0.0,0.0,nosponsors,freakonomicsradio,6nMDn_PljQY,youtube,2025-07-26T18:10:38.044825,20250723
,,0.0,0.0,nosponsors,freakonomicsradio,OYbJcsjgCiE,youtube,2025-07-26T18:10:40.402333,20250721
,,0.0,0.0,nosponsors,freakonomicsradio,wsaicE0F_A8,youtube,2025-07-26T18:10:45.446817,20250721
,,0.0,0.0,nosponsors,freakonomicsradio,d9KPlcpoWRc,youtube,2025-07-26T18:10:50.033710,20250718
,,0.0,0.0,nosponsors,gangstercapitalism,JQ3ZLKLN680,youtube,2025-07-26T18:10:57.704205,20241205
,,0.0,0.0,nosponsors,gangstercapitalism,rWuKOPU8fTQ,youtube,2025-07-26T18:11:05.630567,20241203
,,0.0,0.0,nosponsors,gangstercapitalism,DBHu0vz2y9g,youtube,2025-07-26T18:11:07.659115,20241123
,,0.0,0.0,nosponsors,gangstercapitalism,lQZ8106JzRk,youtube,2025-07-26T18:11:11.178026,20241101
,,0.0,0.0,nosponsors,gangstercapitalism,BodMK_mzj4g,youtube,2025-07-26T18:11:15.551332,20241101
,,0.0,0.0,nosponsors,geeksunderthe,9WCdfub5H34,youtube,2025-07-26T18:11:17.925556,20250707
,,0.0,0.0,nosponsors,geeksunderthe,bNrhYGMU7i4,youtube,2025-07-26T18:11:21.543768,20250722
,,0.0,0.0,nosponsors,geeksunderthe,fFbKhtkWeeE,youtube,2025-07-26T18:11:29.127097,20250702
,,0.0,0.0,nosponsors,geeksunderthe,GzShUIkFDCk,youtube,2025-07-26T18:11:31.621737,20250625
,,0.0,0.0,nosponsors,geeksunderthe,RPkqkKPp5-M,youtube,2025-07-26T18:11:35.552463,20250604
Wix,,239.0,242.0,wix.com,girlsgottaeat,Du27TKg4_UA,youtube,2025-07-26T18:11:49.365613,20250724
Skims,,242.0,245.0,skims.com,girlsgottaeat,Du27TKg4_UA,youtube,2025-07-26T18:11:49.365629,20250724
BetterHelp,ggge,245.0,249.0,betterhelp.com,girlsgottaeat,Du27TKg4_UA,youtube,2025-07-26T18:11:49.365632,20250724
Bilt,ggge,251.0,253.0,joinbilt.com,girlsgottaeat,Du27TKg4_UA,youtube,2025-07-26T18:11:49.365634,20250724
Simply Pop,,256.0,260.0,cokeurl.com/simplypop,girlsgottaeat,Du27TKg4_UA,youtube,2025-07-26T18:11:49.365636,20250724
Bilt,ggge,2144.0,2227.0,joinbilt.com/ggge,girlsgottaeat,Du27TKg4_UA,youtube,2025-07-26T18:11:49.365638,20250724
BetterHelp,gge,3489.0,3574.0,betterhelp.com/gge,girlsgottaeat,Du27TKg4_UA,youtube,2025-07-26T18:11:49.365640,20250724
Shopify,,161.0,168.0,shopify.com/GGE,girlsgottaeat,07UbGfUYobI,youtube,2025-07-26T18:12:06.820511,20250714
ZBiotics,GGE,168.0,174.0,zbiotics.com/gge,girlsgottaeat,07UbGfUYobI,youtube,2025-07-26T18:12:06.820531,20250714
Quince,,174.0,181.0,quince.com/GGE,girlsgottaeat,07UbGfUYobI,youtube,2025-07-26T18:12:06.820535,20250714
Nutrafol,GGE10,181.0,190.0,nutrafol.com,girlsgottaeat,07UbGfUYobI,youtube,2025-07-26T18:12:06.820538,20250714
Rocket Money,,190.0,193.0,rocketmoney.com/gge,girlsgottaeat,07UbGfUYobI,youtube,2025-07-26T18:12:06.820540,20250714
Vegamour,GGE,193.0,198.0,vegamour.com/gge,girlsgottaeat,07UbGfUYobI,youtube,2025-07-26T18:12:06.820543,20250714
Vegamour,gge,1333.0,1481.0,vegamour.com,girlsgottaeat,07UbGfUYobI,youtube,2025-07-26T18:12:06.820546,20250714
Shopify,,1483.0,1564.0,shopify.com,girlsgottaeat,07UbGfUYobI,youtube,2025-07-26T18:12:06.820548,20250714
Rocket Money,,1576.0,1645.0,rocketmoney.com,girlsgottaeat,07UbGfUYobI,youtube,2025-07-26T18:12:06.820551,20250714
Quince,,2792.0,2859.0,quince.com,girlsgottaeat,07UbGfUYobI,youtube,2025-07-26T18:12:06.820553,20250714
